occ,naq,bre,hdf,pll,nor,pac,cor
0.268,0.943,0.9,0.102,0.413,0.479,0.428,0.899
0.233,0.953,0.956,0.136,0.438,0.513,0.24,0.879
0.205,0.926,0.981,0.252,0.46,0.547,0.172,0.853
0.175,0.881,0.98,0.409,0.487,0.568,0.107,0.827
0.194,0.941,0.941,0.522,0.5,0.578,0.075,0.823
0.247,0.985,0.974,0.601,0.502,0.56,0.109,0.784
0.294,0.987,0.991,0.643,0.52,0.549,0.2,0.712
0.323,0.986,0.99,0.712,0.535,0.55,0.411,0.671
0.345,0.989,0.99,0.787,0.554,0.571,0.559,0.701
0.373,0.987,0.981,0.866,0.589,0.568,0.587,0.755
0.392,0.979,0.954,0.917,0.691,0.623,0.515,0.741
0.388,0.969,0.887,0.953,0.773,0.704,0.488,0.687
0.299,0.96,0.766,0.95,0.807,0.742,0.467,0.761
0.169,0.946,0.708,0.905,0.818,0.752,0.542,0.899
0.075,0.945,0.759,0.9,0.827,0.764,0.844,0.971
0.029,0.967,0.823,0.948,0.835,0.742,0.962,0.983
0.028,0.983,0.82,0.951,0.838,0.754,0.961,0.969
0.049,0.988,0.837,0.921,0.841,0.749,0.965,0.966
0.069,0.989,0.875,0.895,0.85,0.754,0.967,0.946
0.077,0.987,0.914,0.878,0.854,0.745,0.976,0.863
0.077,0.987,0.946,0.853,0.845,0.746,0.98,0.796
0.071,0.99,0.966,0.832,0.844,0.766,0.983,0.976
0.06,0.99,0.975,0.794,0.827,0.799,0.981,0.977
0.057,0.989,0.979,0.756,0.785,0.799,0.978,0.978
0.082,0.983,0.98,0.735,0.77,0.81,0.978,0.909
0.153,0.969,0.976,0.719,0.827,0.787,0.982,0.803
0.299,0.949,0.969,0.699,0.879,0.76,0.984,0.801
0.473,0.929,0.963,0.682,0.925,0.76,0.983,0.807
0.615,0.909,0.96,0.666,0.952,0.768,0.983,0.829
0.808,0.913,0.963,0.619,0.973,0.774,0.98,0.862
0.878,0.896,0.968,0.563,0.98,0.799,0.977,0.896
0.898,0.885,0.966,0.543,0.981,0.822,0.97,0.928
0.886,0.855,0.951,0.524,0.982,0.797,0.95,0.952
0.886,0.774,0.916,0.538,0.98,0.779,0.922,0.967
0.9,0.615,0.844,0.514,0.973,0.832,0.904,0.973
0.915,0.456,0.733,0.491,0.965,0.867,0.892,0.972
0.928,0.387,0.642,0.488,0.951,0.893,0.875,0.974
0.941,0.366,0.532,0.485,0.94,0.898,0.86,0.98
0.951,0.412,0.446,0.451,0.925,0.907,0.849,0.987
0.958,0.479,0.396,0.422,0.865,0.93,0.808,0.989
0.973,0.508,0.41,0.433,0.787,0.941,0.762,0.991
0.981,0.524,0.449,0.444,0.666,0.934,0.709,0.99
0.986,0.52,0.519,0.439,0.544,0.932,0.598,0.988
0.989,0.466,0.594,0.433,0.441,0.934,0.537,0.982
0.983,0.491,0.66,0.458,0.342,0.918,0.417,0.976
0.962,0.689,0.761,0.523,0.302,0.914,0.319,0.963
0.928,0.84,0.789,0.571,0.295,0.897,0.246,0.941
0.827,0.955,0.741,0.618,0.258,0.835,0.192,0.916
0.555,0.985,0.683,0.706,0.197,0.823,0.122,0.888
0.239,0.986,0.813,0.76,0.11,0.796,0.084,0.872
0.138,0.984,0.888,0.806,0.033,0.74,0.056,0.843
0.145,0.971,0.891,0.87,0.026,0.743,0.061,0.781
0.151,0.964,0.859,0.894,0.128,0.764,0.082,0.721
0.164,0.966,0.858,0.894,0.378,0.742,0.125,0.682
0.194,0.964,0.932,0.871,0.619,0.65,0.166,0.662
0.304,0.961,0.953,0.795,0.774,0.599,0.218,0.62
0.537,0.956,0.953,0.651,0.87,0.6,0.318,0.591
0.733,0.948,0.941,0.652,0.933,0.544,0.433,0.604
0.807,0.932,0.925,0.728,0.936,0.444,0.634,0.589
0.833,0.914,0.912,0.808,0.898,0.524,0.857,0.638
0.868,0.892,0.909,0.862,0.866,0.512,0.928,0.737
0.916,0.87,0.915,0.883,0.853,0.439,0.927,0.811
0.956,0.856,0.92,0.898,0.799,0.439,0.917,0.867
0.975,0.853,0.92,0.9,0.712,0.4,0.902,0.906
0.981,0.854,0.91,0.899,0.625,0.331,0.894,0.932
0.985,0.84,0.886,0.9,0.556,0.293,0.901,0.947
0.985,0.833,0.867,0.889,0.542,0.28,0.902,0.951
0.978,0.836,0.83,0.864,0.547,0.277,0.898,0.954
0.971,0.82,0.762,0.836,0.55,0.304,0.882,0.955
0.961,0.766,0.629,0.829,0.56,0.35,0.862,0.951
0.95,0.674,0.527,0.815,0.549,0.399,0.838,0.946
0.929,0.589,0.509,0.779,0.503,0.442,0.798,0.937
0.9,0.565,0.559,0.735,0.486,0.474,0.766,0.92
0.877,0.61,0.615,0.653,0.479,0.502,0.738,0.892
0.876,0.648,0.64,0.61,0.433,0.535,0.709,0.857
0.89,0.707,0.696,0.599,0.346,0.528,0.646,0.825
0.914,0.761,0.744,0.598,0.308,0.473,0.59,0.796
0.928,0.798,0.857,0.635,0.303,0.472,0.512,0.749
0.931,0.804,0.923,0.718,0.299,0.42,0.434,0.703
0.912,0.772,0.936,0.782,0.309,0.387,0.322,0.668
0.881,0.755,0.933,0.818,0.332,0.409,0.236,0.636
0.845,0.761,0.922,0.852,0.37,0.448,0.156,0.563
0.786,0.802,0.897,0.886,0.427,0.483,0.092,0.485
0.735,0.842,0.838,0.912,0.542,0.528,0.12,0.422
0.707,0.838,0.773,0.929,0.686,0.562,0.121,0.349
0.675,0.825,0.676,0.936,0.802,0.575,0.09,0.38
0.632,0.815,0.607,0.934,0.885,0.566,0.135,0.426
0.579,0.8,0.612,0.921,0.92,0.554,0.162,0.375
0.51,0.791,0.627,0.902,0.943,0.561,0.171,0.35
0.448,0.76,0.648,0.832,0.948,0.566,0.169,0.299
0.411,0.689,0.671,0.715,0.941,0.556,0.15,0.227
0.382,0.635,0.681,0.603,0.93,0.59,0.111,0.183
0.361,0.599,0.668,0.58,0.922,0.604,0.079,0.173
0.363,0.596,0.665,0.63,0.877,0.604,0.037,0.177
0.358,0.592,0.596,0.682,0.796,0.621,0.09,0.21
0.333,0.564,0.526,0.7,0.769,0.644,0.207,0.274
0.334,0.518,0.485,0.69,0.765,0.722,0.313,0.362
0.364,0.498,0.473,0.679,0.757,0.781,0.346,0.45
0.353,0.495,0.459,0.645,0.722,0.812,0.328,0.523
0.253,0.454,0.413,0.619,0.689,0.826,0.277,0.568
0.234,0.41,0.341,0.557,0.652,0.812,0.25,0.632
0.282,0.399,0.276,0.479,0.691,0.791,0.283,0.679
0.342,0.413,0.277,0.439,0.73,0.791,0.327,0.676
0.413,0.435,0.285,0.398,0.729,0.778,0.487,0.641
0.479,0.417,0.305,0.395,0.721,0.723,0.708,0.615
0.488,0.363,0.28,0.418,0.7,0.681,0.818,0.583
0.45,0.27,0.244,0.476,0.705,0.691,0.895,0.547
0.52,0.2,0.257,0.51,0.704,0.688,0.965,0.562
0.583,0.18,0.27,0.514,0.707,0.648,0.986,0.633
0.556,0.152,0.283,0.499,0.707,0.635,0.99,0.736
0.503,0.134,0.289,0.491,0.687,0.595,0.991,0.787
0.464,0.104,0.292,0.486,0.649,0.561,0.99,0.753
0.433,0.088,0.294,0.452,0.647,0.561,0.989,0.765
0.399,0.052,0.301,0.397,0.615,0.575,0.985,0.775
0.352,0.018,0.323,0.364,0.639,0.599,0.984,0.78
0.296,0.028,0.332,0.362,0.714,0.609,0.987,0.798
0.229,0.06,0.34,0.379,0.771,0.602,0.99,0.848
0.164,0.111,0.376,0.407,0.84,0.649,0.991,0.908
0.133,0.182,0.415,0.395,0.906,0.7,0.985,0.939
0.11,0.248,0.482,0.381,0.946,0.726,0.97,0.955
0.073,0.32,0.547,0.389,0.973,0.77,0.951,0.954
0.039,0.403,0.615,0.397,0.984,0.833,0.945,0.923
0.017,0.482,0.648,0.423,0.978,0.865,0.946,0.895
0.009,0.591,0.664,0.486,0.955,0.91,0.928,0.92
0.007,0.631,0.676,0.523,0.937,0.945,0.895,0.939
0.024,0.629,0.663,0.557,0.917,0.952,0.851,0.924
0.058,0.606,0.802,0.596,0.917,0.951,0.757,0.9
0.092,0.595,0.848,0.621,0.924,0.93,0.658,0.875
0.131,0.588,0.862,0.622,0.926,0.908,0.59,0.863
0.158,0.473,0.902,0.635,0.918,0.891,0.57,0.849
0.214,0.397,0.917,0.682,0.903,0.884,0.58,0.852
0.275,0.486,0.93,0.723,0.876,0.872,0.62,0.859
0.289,0.527,0.946,0.754,0.872,0.836,0.627,0.861
0.304,0.519,0.953,0.794,0.932,0.81,0.504,0.862
0.313,0.55,0.948,0.833,0.964,0.77,0.213,0.86
0.254,0.579,0.94,0.85,0.977,0.754,0.057,0.838
0.158,0.581,0.929,0.856,0.983,0.754,0.025,0.804
0.081,0.533,0.918,0.871,0.988,0.744,0.044,0.773
0.009,0.479,0.908,0.893,0.989,0.697,0.082,0.756
0.006,0.429,0.866,0.903,0.989,0.612,0.127,0.737
0.031,0.404,0.764,0.892,0.988,0.662,0.181,0.731
0.091,0.411,0.653,0.896,0.988,0.619,0.22,0.736
0.225,0.41,0.538,0.885,0.986,0.655,0.17,0.71
0.358,0.421,0.458,0.887,0.981,0.819,0.109,0.702
0.457,0.463,0.389,0.892,0.982,0.853,0.085,0.694
0.468,0.493,0.292,0.882,0.987,0.874,0.07,0.651
0.416,0.506,0.231,0.857,0.988,0.862,0.075,0.583
0.268,0.476,0.171,0.835,0.989,0.86,0.104,0.544
0.233,0.429,0.158,0.807,0.99,0.891,0.127,0.487
0.291,0.421,0.159,0.764,0.989,0.907,0.176,0.383
0.343,0.467,0.149,0.716,0.988,0.939,0.25,0.321
0.377,0.499,0.147,0.691,0.986,0.972,0.313,0.274
0.376,0.504,0.188,0.675,0.982,0.986,0.364,0.224
0.331,0.47,0.257,0.645,0.976,0.99,0.407,0.175
0.257,0.432,0.289,0.619,0.969,0.991,0.439,0.146
0.155,0.416,0.289,0.61,0.962,0.99,0.496,0.128
0.075,0.439,0.291,0.595,0.953,0.99,0.554,0.104
0.037,0.536,0.293,0.554,0.946,0.991,0.578,0.085
0.033,0.598,0.292,0.516,0.935,0.99,0.6,0.08
0.038,0.488,0.29,0.392,0.925,0.989,0.642,0.085
0.04,0.444,0.298,0.333,0.925,0.985,0.666,0.09
0.044,0.581,0.324,0.31,0.924,0.979,0.647,0.094
0.071,0.671,0.388,0.292,0.921,0.973,0.615,0.099
0.118,0.714,0.451,0.261,0.92,0.966,0.588,0.102
0.167,0.765,0.509,0.259,0.923,0.963,0.571,0.107
0.244,0.827,0.575,0.31,0.927,0.958,0.578,0.11
0.317,0.838,0.625,0.354,0.932,0.955,0.584,0.104
0.345,0.79,0.641,0.362,0.94,0.947,0.593,0.09
0.406,0.714,0.636,0.337,0.945,0.931,0.578,0.083
0.484,0.648,0.604,0.281,0.933,0.909,0.552,0.1
0.523,0.607,0.579,0.229,0.91,0.884,0.514,0.153
0.588,0.627,0.561,0.191,0.89,0.853,0.442,0.18
0.532,0.671,0.554,0.16,0.883,0.796,0.31,0.173
0.589,0.724,0.573,0.151,0.901,0.776,0.188,0.164
0.68,0.788,0.612,0.16,0.911,0.792,0.121,0.16
0.675,0.799,0.697,0.181,0.913,0.768,0.086,0.156
0.601,0.775,0.744,0.21,0.896,0.716,0.069,0.157
0.446,0.731,0.725,0.231,0.873,0.66,0.054,0.185
0.268,0.701,0.698,0.259,0.837,0.621,0.092,0.229
0.117,0.707,0.679,0.27,0.792,0.6,0.263,0.257
0.045,0.718,0.663,0.247,0.777,0.55,0.476,0.246
0.05,0.714,0.645,0.205,0.74,0.476,0.61,0.213
0.043,0.691,0.644,0.172,0.706,0.419,0.654,0.191
0.034,0.661,0.617,0.134,0.679,0.358,0.668,0.182
0.039,0.605,0.558,0.095,0.681,0.285,0.651,0.172
0.032,0.547,0.507,0.064,0.684,0.22,0.588,0.146
0.028,0.513,0.473,0.042,0.683,0.183,0.522,0.112
0.032,0.495,0.434,0.029,0.702,0.159,0.491,0.085
0.071,0.473,0.396,0.023,0.698,0.163,0.547,0.078
0.138,0.451,0.356,0.023,0.709,0.188,0.646,0.08
0.22,0.433,0.34,0.025,0.704,0.236,0.746,0.086
0.294,0.422,0.331,0.026,0.679,0.287,0.826,0.087
0.373,0.407,0.301,0.027,0.66,0.324,0.863,0.078
0.451,0.382,0.262,0.025,0.638,0.354,0.878,0.063
0.52,0.338,0.221,0.022,0.587,0.376,0.883,0.049
0.524,0.277,0.163,0.019,0.505,0.368,0.886,0.046
0.542,0.219,0.101,0.019,0.381,0.314,0.905,0.083
0.684,0.173,0.058,0.016,0.287,0.25,0.92,0.145
0.75,0.15,0.031,0.015,0.255,0.197,0.92,0.219
0.757,0.143,0.016,0.016,0.23,0.163,0.922,0.314
0.753,0.152,0.008,0.019,0.217,0.153,0.928,0.448
0.728,0.143,0.005,0.021,0.206,0.155,0.935,0.562
0.65,0.119,0.003,0.019,0.197,0.169,0.941,0.602
0.571,0.087,0.002,0.015,0.187,0.175,0.945,0.598
0.468,0.067,0.003,0.012,0.143,0.16,0.946,0.543
0.431,0.065,0.009,0.013,0.094,0.134,0.934,0.434
0.412,0.083,0.022,0.014,0.052,0.111,0.896,0.299
0.389,0.123,0.041,0.016,0.04,0.103,0.834,0.226
0.407,0.163,0.063,0.02,0.079,0.123,0.76,0.301
0.407,0.192,0.091,0.027,0.199,0.157,0.683,0.578
0.392,0.223,0.126,0.031,0.386,0.181,0.577,0.773
0.356,0.248,0.157,0.032,0.561,0.209,0.464,0.798
0.282,0.264,0.184,0.029,0.659,0.26,0.358,0.762
0.192,0.274,0.201,0.025,0.708,0.324,0.28,0.733
0.106,0.268,0.207,0.02,0.774,0.385,0.23,0.707
0.06,0.261,0.199,0.017,0.831,0.448,0.288,0.689
0.049,0.275,0.178,0.015,0.844,0.52,0.357,0.68
0.065,0.306,0.151,0.015,0.851,0.554,0.383,0.671
0.101,0.345,0.124,0.016,0.885,0.568,0.37,0.628
0.147,0.363,0.114,0.017,0.927,0.566,0.327,0.559
0.218,0.357,0.113,0.012,0.936,0.605,0.274,0.488
0.287,0.373,0.122,0.007,0.895,0.634,0.221,0.399
0.338,0.398,0.136,0.005,0.833,0.634,0.173,0.293
0.426,0.429,0.141,0.008,0.805,0.644,0.134,0.191
0.504,0.462,0.144,0.019,0.627,0.69,0.109,0.118
0.532,0.5,0.159,0.043,0.429,0.73,0.097,0.069
0.531,0.548,0.184,0.08,0.251,0.761,0.108,0.051
0.523,0.63,0.223,0.116,0.183,0.798,0.119,0.042
0.498,0.708,0.236,0.149,0.163,0.812,0.129,0.033
0.464,0.75,0.234,0.174,0.148,0.824,0.105,0.025
0.398,0.771,0.25,0.187,0.135,0.825,0.069,0.016
0.301,0.785,0.268,0.187,0.119,0.82,0.03,0.01
0.237,0.79,0.252,0.179,0.105,0.817,0.021,0.008
0.211,0.784,0.232,0.172,0.087,0.803,0.017,0.009
0.203,0.765,0.218,0.158,0.075,0.777,0.022,0.012
0.247,0.744,0.208,0.153,0.083,0.76,0.029,0.016
0.268,0.726,0.201,0.155,0.125,0.76,0.035,0.026
0.32,0.721,0.192,0.161,0.206,0.769,0.06,0.04
0.362,0.705,0.179,0.176,0.285,0.787,0.115,0.053
0.342,0.681,0.16,0.187,0.342,0.819,0.186,0.068
0.319,0.647,0.14,0.196,0.388,0.844,0.241,0.097
0.318,0.624,0.114,0.199,0.412,0.853,0.25,0.131
0.313,0.612,0.092,0.197,0.429,0.845,0.229,0.163
0.247,0.588,0.081,0.185,0.476,0.825,0.201,0.175
0.18,0.556,0.075,0.159,0.539,0.825,0.16,0.174
0.131,0.543,0.081,0.13,0.61,0.822,0.124,0.138
0.112,0.523,0.08,0.109,0.675,0.818,0.091,0.09
0.103,0.482,0.083,0.102,0.73,0.816,0.067,0.063
0.093,0.466,0.093,0.107,0.768,0.795,0.054,0.054
0.088,0.479,0.108,0.122,0.787,0.775,0.048,0.061
0.087,0.51,0.14,0.151,0.778,0.774,0.049,0.079
0.12,0.58,0.201,0.189,0.777,0.822,0.077,0.105
0.189,0.647,0.257,0.229,0.807,0.868,0.131,0.145
0.267,0.671,0.302,0.257,0.841,0.871,0.193,0.187
0.326,0.666,0.333,0.253,0.869,0.848,0.239,0.216
0.367,0.643,0.342,0.23,0.878,0.817,0.26,0.228
0.41,0.607,0.325,0.196,0.88,0.797,0.268,0.226
0.453,0.564,0.29,0.156,0.872,0.778,0.268,0.223
0.48,0.523,0.256,0.129,0.865,0.779,0.247,0.226
0.486,0.481,0.218,0.12,0.862,0.773,0.227,0.229
0.476,0.454,0.186,0.127,0.873,0.766,0.207,0.231
0.468,0.447,0.173,0.145,0.866,0.74,0.184,0.227
0.476,0.461,0.165,0.156,0.861,0.697,0.151,0.231
0.504,0.479,0.165,0.179,0.846,0.653,0.114,0.244
0.534,0.494,0.166,0.229,0.836,0.602,0.082,0.249
0.55,0.498,0.162,0.284,0.822,0.534,0.054,0.276
0.555,0.499,0.151,0.339,0.803,0.492,0.028,0.304
0.519,0.501,0.131,0.399,0.76,0.441,0.016,0.307
0.494,0.481,0.121,0.442,0.746,0.337,0.009,0.331
0.465,0.479,0.132,0.493,0.794,0.285,0.002,0.331
0.502,0.457,0.151,0.522,0.758,0.247,0.002,0.297
0.571,0.437,0.221,0.563,0.74,0.208,0.004,0.253
0.651,0.447,0.301,0.623,0.73,0.195,0.016,0.214
0.702,0.457,0.358,0.666,0.705,0.176,0.032,0.18
0.699,0.469,0.395,0.691,0.671,0.164,0.044,0.177
0.716,0.508,0.464,0.707,0.684,0.146,0.09,0.223
0.723,0.554,0.547,0.719,0.714,0.115,0.159,0.296
0.677,0.592,0.62,0.735,0.716,0.108,0.248,0.365
0.641,0.61,0.684,0.727,0.707,0.112,0.361,0.399
0.63,0.598,0.714,0.714,0.685,0.107,0.494,0.388
0.606,0.587,0.721,0.71,0.669,0.103,0.644,0.372
0.593,0.585,0.715,0.711,0.66,0.093,0.788,0.36
0.578,0.592,0.719,0.715,0.632,0.079,0.882,0.344
0.571,0.615,0.725,0.716,0.592,0.06,0.927,0.358
0.574,0.638,0.72,0.712,0.539,0.052,0.94,0.399
0.578,0.655,0.718,0.714,0.491,0.053,0.931,0.479
0.607,0.676,0.723,0.697,0.457,0.035,0.918,0.514
0.631,0.685,0.741,0.666,0.454,0.016,0.922,0.491
0.598,0.685,0.753,0.629,0.454,0.009,0.912,0.469
0.528,0.689,0.752,0.587,0.473,0.01,0.883,0.486
0.461,0.691,0.747,0.543,0.48,0.026,0.859,0.472
0.361,0.694,0.727,0.492,0.505,0.063,0.847,0.464
0.292,0.678,0.703,0.426,0.495,0.078,0.842,0.429
0.251,0.619,0.682,0.397,0.427,0.077,0.827,0.385
0.214,0.538,0.642,0.361,0.417,0.091,0.796,0.327
0.188,0.454,0.588,0.337,0.492,0.101,0.679,0.248
0.175,0.382,0.544,0.34,0.574,0.094,0.547,0.162
0.145,0.337,0.517,0.366,0.639,0.083,0.51,0.095
0.116,0.319,0.495,0.409,0.672,0.093,0.554,0.07
0.129,0.345,0.492,0.453,0.707,0.117,0.612,0.083
0.189,0.378,0.5,0.474,0.751,0.153,0.615,0.108
0.252,0.399,0.476,0.473,0.758,0.201,0.566,0.118
0.278,0.404,0.428,0.462,0.729,0.259,0.486,0.111
0.27,0.368,0.382,0.441,0.686,0.304,0.407,0.106
0.28,0.3,0.334,0.439,0.618,0.311,0.349,0.146
0.347,0.213,0.292,0.44,0.547,0.299,0.322,0.193
0.464,0.144,0.25,0.432,0.491,0.285,0.282,0.224
0.572,0.094,0.214,0.421,0.444,0.268,0.219,0.299
0.652,0.059,0.187,0.427,0.388,0.254,0.17,0.389
0.707,0.041,0.176,0.46,0.334,0.245,0.152,0.46
0.725,0.028,0.183,0.482,0.278,0.239,0.172,0.495
0.746,0.021,0.204,0.496,0.221,0.241,0.221,0.492
0.742,0.017,0.221,0.498,0.18,0.254,0.282,0.481
0.761,0.017,0.245,0.499,0.151,0.268,0.341,0.47
0.762,0.019,0.272,0.491,0.123,0.274,0.378,0.438
0.769,0.019,0.292,0.467,0.092,0.26,0.417,0.392
0.792,0.01,0.316,0.412,0.052,0.229,0.478,0.373
0.788,0.004,0.319,0.37,0.033,0.201,0.588,0.385
0.818,0.005,0.292,0.349,0.032,0.162,0.674,0.431
0.836,0.008,0.271,0.33,0.043,0.122,0.654,0.509
0.802,0.013,0.268,0.334,0.07,0.094,0.61,0.547
0.81,0.016,0.271,0.365,0.12,0.075,0.528,0.544
0.841,0.017,0.27,0.424,0.192,0.066,0.399,0.504
0.834,0.022,0.29,0.482,0.251,0.057,0.292,0.429
0.823,0.038,0.314,0.488,0.285,0.053,0.183,0.314
0.8,0.069,0.319,0.451,0.316,0.047,0.104,0.255
0.793,0.112,0.309,0.405,0.338,0.042,0.051,0.288
0.774,0.156,0.299,0.376,0.332,0.039,0.032,0.354
0.727,0.187,0.264,0.354,0.305,0.046,0.032,0.429
0.691,0.202,0.219,0.33,0.259,0.061,0.035,0.508
0.627,0.222,0.17,0.316,0.206,0.082,0.032,0.576
0.613,0.255,0.114,0.311,0.172,0.111,0.036,0.613
0.607,0.295,0.073,0.314,0.163,0.132,0.047,0.625
0.598,0.333,0.06,0.31,0.168,0.115,0.058,0.621
0.535,0.357,0.062,0.301,0.137,0.094,0.075,0.61
0.46,0.373,0.065,0.29,0.092,0.112,0.082,0.577
0.434,0.395,0.069,0.279,0.057,0.146,0.085,0.516
0.424,0.424,0.081,0.266,0.049,0.161,0.086,0.451
0.385,0.464,0.093,0.245,0.05,0.161,0.086,0.395
0.341,0.497,0.097,0.219,0.049,0.184,0.08,0.314
0.247,0.501,0.09,0.176,0.036,0.205,0.058,0.227
0.151,0.51,0.09,0.149,0.015,0.23,0.047,0.199
0.102,0.491,0.09,0.138,0.004,0.287,0.047,0.171
0.08,0.507,0.097,0.156,0.002,0.382,0.047,0.137
0.074,0.554,0.115,0.189,0.006,0.482,0.045,0.103
0.066,0.598,0.142,0.229,0.016,0.554,0.054,0.068
0.074,0.634,0.177,0.268,0.035,0.623,0.086,0.052
0.109,0.697,0.229,0.29,0.028,0.694,0.094,0.042
0.143,0.755,0.275,0.296,0.019,0.722,0.067,0.041
0.166,0.775,0.303,0.308,0.018,0.748,0.057,0.063
0.172,0.768,0.31,0.316,0.031,0.777,0.042,0.106
0.163,0.748,0.312,0.309,0.058,0.815,0.025,0.151
0.154,0.714,0.338,0.292,0.099,0.842,0.017,0.172
0.137,0.673,0.383,0.252,0.163,0.862,0.017,0.174
0.106,0.654,0.401,0.202,0.257,0.857,0.02,0.18
0.085,0.647,0.385,0.158,0.388,0.861,0.026,0.183
0.069,0.647,0.362,0.141,0.538,0.876,0.039,0.166
0.058,0.63,0.343,0.144,0.639,0.881,0.054,0.136
0.054,0.615,0.322,0.17,0.689,0.889,0.053,0.104
0.067,0.598,0.301,0.204,0.72,0.905,0.046,0.077
0.103,0.583,0.279,0.23,0.749,0.92,0.037,0.074
0.156,0.577,0.26,0.231,0.783,0.928,0.028,0.1
0.221,0.578,0.254,0.216,0.813,0.938,0.023,0.156
0.237,0.554,0.257,0.191,0.821,0.946,0.02,0.209
0.16,0.496,0.256,0.17,0.831,0.954,0.019,0.201
0.111,0.473,0.241,0.154,0.845,0.967,0.022,0.195
0.068,0.446,0.223,0.157,0.864,0.98,0.039,0.164
0.038,0.435,0.212,0.182,0.89,0.978,0.066,0.133
0.021,0.429,0.202,0.229,0.902,0.974,0.101,0.109
0.012,0.422,0.196,0.296,0.906,0.969,0.166,0.095
0.007,0.436,0.2,0.364,0.905,0.974,0.252,0.098
0.015,0.52,0.227,0.421,0.903,0.978,0.354,0.094
0.039,0.597,0.241,0.454,0.893,0.978,0.432,0.079
0.079,0.617,0.245,0.476,0.884,0.974,0.475,0.055
0.115,0.61,0.241,0.498,0.829,0.963,0.488,0.034
0.125,0.588,0.229,0.525,0.76,0.946,0.505,0.027
0.109,0.567,0.206,0.532,0.704,0.917,0.548,0.032
0.105,0.547,0.177,0.524,0.659,0.883,0.633,0.05
0.148,0.538,0.147,0.51,0.601,0.844,0.725,0.071
0.23,0.544,0.12,0.499,0.559,0.797,0.785,0.083
0.299,0.578,0.103,0.501,0.55,0.768,0.825,0.082
0.354,0.593,0.094,0.502,0.529,0.754,0.85,0.084
0.426,0.603,0.085,0.498,0.476,0.718,0.866,0.099
0.463,0.602,0.075,0.495,0.41,0.674,0.866,0.133
0.484,0.602,0.069,0.5,0.368,0.674,0.856,0.187
0.486,0.615,0.067,0.505,0.343,0.651,0.843,0.245
0.482,0.639,0.069,0.495,0.306,0.601,0.84,0.304
0.457,0.668,0.075,0.464,0.248,0.537,0.83,0.339
0.486,0.678,0.078,0.419,0.195,0.507,0.831,0.343
0.614,0.67,0.077,0.373,0.146,0.454,0.827,0.349
0.644,0.653,0.093,0.361,0.14,0.419,0.836,0.365
0.66,0.631,0.099,0.37,0.159,0.449,0.852,0.378
0.671,0.61,0.099,0.382,0.203,0.542,0.859,0.376
0.641,0.6,0.096,0.392,0.266,0.625,0.851,0.358
0.588,0.609,0.097,0.413,0.32,0.699,0.836,0.364
0.625,0.668,0.108,0.429,0.413,0.733,0.836,0.388
0.641,0.721,0.122,0.417,0.467,0.74,0.821,0.392
0.622,0.729,0.135,0.392,0.515,0.749,0.783,0.383
0.601,0.704,0.139,0.372,0.58,0.785,0.727,0.388
0.571,0.658,0.124,0.358,0.639,0.826,0.681,0.407
0.55,0.617,0.103,0.344,0.681,0.864,0.65,0.426
0.525,0.578,0.085,0.344,0.747,0.882,0.624,0.422
0.475,0.549,0.071,0.358,0.802,0.908,0.571,0.397
0.41,0.563,0.069,0.377,0.838,0.94,0.513,0.354
0.349,0.571,0.085,0.4,0.876,0.96,0.449,0.306
0.306,0.563,0.11,0.419,0.901,0.971,0.381,0.262
0.28,0.545,0.138,0.433,0.934,0.981,0.332,0.229
0.266,0.536,0.174,0.442,0.945,0.988,0.252,0.216
0.258,0.562,0.202,0.443,0.947,0.991,0.134,0.216
0.248,0.598,0.216,0.435,0.922,0.987,0.061,0.21
0.224,0.61,0.221,0.422,0.911,0.967,0.024,0.202
0.183,0.58,0.221,0.395,0.846,0.954,0.015,0.209
0.111,0.584,0.205,0.347,0.83,0.953,0.02,0.243
0.09,0.6,0.174,0.304,0.838,0.948,0.031,0.29
0.088,0.597,0.163,0.287,0.815,0.959,0.031,0.344
0.072,0.597,0.17,0.274,0.857,0.972,0.031,0.352
0.057,0.611,0.181,0.264,0.908,0.981,0.073,0.32
0.033,0.634,0.196,0.266,0.939,0.985,0.16,0.319
0.029,0.667,0.224,0.291,0.965,0.989,0.304,0.318
0.054,0.708,0.278,0.318,0.981,0.988,0.457,0.319
0.107,0.73,0.313,0.324,0.988,0.986,0.547,0.3
0.182,0.738,0.319,0.312,0.99,0.986,0.574,0.27
0.246,0.725,0.304,0.29,0.99,0.987,0.583,0.299
0.457,0.688,0.272,0.267,0.991,0.987,0.593,0.398
0.722,0.652,0.234,0.241,0.988,0.988,0.665,0.508
0.89,0.632,0.196,0.219,0.981,0.99,0.76,0.571
0.951,0.632,0.157,0.203,0.974,0.991,0.823,0.599
0.958,0.656,0.131,0.195,0.967,0.99,0.836,0.615
0.96,0.694,0.116,0.188,0.966,0.989,0.841,0.641
0.963,0.723,0.105,0.179,0.974,0.988,0.829,0.671
0.963,0.73,0.1,0.176,0.978,0.99,0.804,0.708
0.955,0.726,0.107,0.178,0.981,0.991,0.796,0.752
0.957,0.718,0.116,0.177,0.982,0.99,0.781,0.791
0.959,0.71,0.123,0.171,0.982,0.989,0.747,0.862
0.961,0.71,0.124,0.161,0.986,0.99,0.708,0.82
0.969,0.716,0.117,0.154,0.99,0.99,0.598,0.777
