occ,naq,bre,hdf,pll,ara,est,nor,bfc,cvl,pac,cor,idf
0.125,0.022,0.199,0.034,0.048,0.079,0.056,0.052,0.02,0.032,0.063,0.028,0.048
0.088,0.016,0.179,0.109,0.048,0.106,0.052,0.124,0.07,0.027,0.086,0.021,0.083
0.06,0.115,0.197,0.238,0.041,0.105,0.045,0.237,0.17,0.029,0.084,0.023,0.144
0.055,0.3,0.212,0.341,0.034,0.118,0.04,0.33,0.261,0.056,0.072,0.037,0.205
0.06,0.38,0.255,0.363,0.041,0.15,0.044,0.37,0.289,0.118,0.062,0.043,0.26
0.072,0.433,0.289,0.349,0.06,0.186,0.07,0.385,0.29,0.181,0.056,0.046,0.306
0.083,0.482,0.297,0.322,0.103,0.222,0.116,0.397,0.294,0.226,0.06,0.045,0.312
0.091,0.444,0.289,0.324,0.193,0.243,0.159,0.397,0.285,0.252,0.067,0.041,0.298
0.096,0.402,0.288,0.365,0.289,0.234,0.18,0.388,0.271,0.262,0.066,0.033,0.282
0.1,0.368,0.293,0.366,0.295,0.212,0.177,0.388,0.264,0.247,0.057,0.023,0.262
0.105,0.324,0.3,0.355,0.26,0.199,0.166,0.403,0.254,0.207,0.049,0.014,0.232
0.103,0.233,0.352,0.291,0.225,0.171,0.125,0.375,0.19,0.164,0.044,0.005,0.171
0.097,0.11,0.405,0.218,0.199,0.199,0.084,0.283,0.142,0.131,0.066,0.003,0.095
0.115,0.126,0.516,0.231,0.281,0.292,0.085,0.209,0.154,0.12,0.095,0.002,0.077
0.132,0.118,0.617,0.226,0.315,0.355,0.15,0.181,0.212,0.209,0.132,0.002,0.097
0.152,0.115,0.748,0.141,0.386,0.399,0.188,0.203,0.257,0.289,0.187,0.004,0.172
0.17,0.131,0.844,0.195,0.476,0.43,0.203,0.305,0.279,0.346,0.245,0.004,0.226
0.186,0.151,0.897,0.287,0.527,0.453,0.222,0.363,0.307,0.407,0.302,0.005,0.32
0.205,0.16,0.925,0.336,0.547,0.473,0.262,0.444,0.358,0.462,0.352,0.008,0.41
0.222,0.159,0.94,0.401,0.624,0.491,0.313,0.564,0.385,0.48,0.382,0.008,0.441
0.227,0.147,0.945,0.507,0.717,0.498,0.307,0.649,0.349,0.483,0.382,0.006,0.508
0.201,0.149,0.948,0.588,0.752,0.493,0.207,0.663,0.297,0.527,0.36,0.006,0.591
0.165,0.157,0.944,0.527,0.71,0.472,0.106,0.633,0.269,0.577,0.323,0.007,0.595
0.134,0.16,0.933,0.505,0.599,0.424,0.075,0.635,0.27,0.613,0.265,0.011,0.589
0.101,0.19,0.909,0.552,0.514,0.325,0.064,0.706,0.238,0.601,0.175,0.028,0.605
0.076,0.223,0.894,0.624,0.538,0.271,0.08,0.745,0.194,0.536,0.112,0.02,0.545
0.05,0.175,0.9,0.636,0.604,0.213,0.13,0.773,0.122,0.508,0.076,0.015,0.532
0.036,0.132,0.904,0.687,0.624,0.155,0.178,0.803,0.105,0.533,0.055,0.016,0.557
0.033,0.143,0.896,0.753,0.597,0.104,0.171,0.823,0.115,0.569,0.041,0.011,0.588
0.045,0.168,0.888,0.774,0.563,0.07,0.236,0.83,0.125,0.566,0.029,0.007,0.588
0.077,0.182,0.865,0.783,0.534,0.046,0.236,0.836,0.152,0.562,0.023,0.005,0.59
0.132,0.194,0.813,0.809,0.504,0.032,0.231,0.863,0.19,0.571,0.02,0.004,0.654
0.182,0.203,0.711,0.831,0.467,0.027,0.255,0.878,0.205,0.566,0.02,0.006,0.655
0.197,0.185,0.617,0.845,0.423,0.027,0.315,0.876,0.193,0.548,0.017,0.014,0.646
0.216,0.149,0.572,0.861,0.382,0.027,0.35,0.871,0.192,0.524,0.014,0.022,0.629
0.215,0.124,0.547,0.852,0.31,0.029,0.32,0.846,0.174,0.501,0.012,0.019,0.59
0.273,0.112,0.601,0.841,0.386,0.046,0.344,0.829,0.192,0.55,0.008,0.012,0.617
0.274,0.114,0.718,0.872,0.462,0.08,0.44,0.854,0.258,0.581,0.007,0.01,0.669
0.205,0.1,0.752,0.898,0.492,0.106,0.507,0.883,0.293,0.578,0.016,0.003,0.705
0.134,0.091,0.746,0.919,0.517,0.117,0.535,0.909,0.305,0.591,0.028,0.003,0.72
0.082,0.103,0.739,0.929,0.542,0.104,0.542,0.909,0.301,0.607,0.04,0.003,0.727
0.052,0.132,0.745,0.925,0.566,0.077,0.536,0.896,0.306,0.63,0.051,0.003,0.732
0.039,0.148,0.745,0.921,0.592,0.055,0.533,0.881,0.311,0.651,0.06,0.003,0.729
0.034,0.163,0.719,0.917,0.573,0.04,0.522,0.871,0.328,0.666,0.065,0.003,0.723
0.035,0.188,0.697,0.906,0.546,0.031,0.5,0.846,0.331,0.644,0.067,0.003,0.681
0.034,0.2,0.675,0.875,0.52,0.026,0.475,0.803,0.306,0.616,0.067,0.003,0.637
0.036,0.195,0.642,0.825,0.478,0.029,0.418,0.746,0.27,0.586,0.067,0.003,0.606
0.039,0.183,0.597,0.74,0.428,0.043,0.315,0.678,0.193,0.531,0.076,0.004,0.533
0.041,0.155,0.496,0.633,0.32,0.07,0.243,0.608,0.138,0.449,0.089,0.012,0.45
0.052,0.167,0.364,0.578,0.243,0.082,0.243,0.569,0.143,0.358,0.104,0.02,0.408
0.094,0.157,0.256,0.528,0.182,0.067,0.249,0.527,0.146,0.314,0.114,0.017,0.385
0.144,0.142,0.246,0.51,0.143,0.062,0.24,0.503,0.148,0.269,0.121,0.016,0.344
0.162,0.099,0.257,0.514,0.116,0.077,0.229,0.495,0.143,0.231,0.14,0.027,0.325
0.167,0.083,0.26,0.506,0.088,0.099,0.213,0.475,0.133,0.203,0.153,0.033,0.294
0.17,0.092,0.251,0.504,0.079,0.132,0.177,0.467,0.118,0.161,0.157,0.037,0.26
0.164,0.112,0.252,0.503,0.064,0.162,0.144,0.468,0.105,0.138,0.168,0.038,0.222
0.145,0.107,0.234,0.461,0.051,0.173,0.121,0.448,0.086,0.112,0.181,0.037,0.189
0.104,0.093,0.224,0.433,0.043,0.159,0.109,0.418,0.05,0.092,0.188,0.036,0.166
0.061,0.098,0.225,0.389,0.037,0.134,0.079,0.382,0.037,0.081,0.177,0.032,0.147
0.03,0.079,0.203,0.327,0.03,0.094,0.042,0.349,0.03,0.059,0.145,0.019,0.12
0.036,0.076,0.154,0.31,0.018,0.092,0.029,0.344,0.02,0.03,0.109,0.018,0.085
0.057,0.108,0.199,0.42,0.018,0.062,0.045,0.399,0.012,0.022,0.04,0.018,0.114
0.076,0.118,0.203,0.453,0.028,0.024,0.049,0.425,0.01,0.03,0.041,0.017,0.127
0.101,0.087,0.189,0.454,0.029,0.023,0.039,0.425,0.013,0.056,0.144,0.011,0.145
0.099,0.051,0.189,0.461,0.031,0.081,0.032,0.423,0.057,0.062,0.299,0.019,0.175
0.071,0.028,0.204,0.494,0.043,0.14,0.05,0.425,0.148,0.058,0.43,0.016,0.176
0.06,0.014,0.234,0.499,0.057,0.165,0.132,0.417,0.175,0.06,0.496,0.021,0.175
0.052,0.018,0.291,0.486,0.087,0.185,0.264,0.402,0.132,0.062,0.468,0.029,0.168
0.037,0.033,0.357,0.459,0.138,0.213,0.262,0.386,0.067,0.079,0.375,0.044,0.166
0.039,0.058,0.386,0.439,0.17,0.185,0.132,0.385,0.029,0.125,0.281,0.07,0.188
0.067,0.075,0.358,0.423,0.168,0.105,0.042,0.366,0.018,0.178,0.199,0.122,0.203
0.123,0.084,0.29,0.365,0.156,0.094,0.018,0.306,0.017,0.212,0.118,0.137,0.184
0.195,0.109,0.21,0.272,0.141,0.168,0.019,0.247,0.012,0.209,0.045,0.147,0.17
0.283,0.166,0.167,0.227,0.176,0.201,0.036,0.219,0.025,0.23,0.031,0.125,0.186
0.355,0.168,0.161,0.22,0.199,0.191,0.076,0.204,0.063,0.243,0.054,0.083,0.192
0.375,0.141,0.15,0.232,0.189,0.155,0.125,0.213,0.1,0.243,0.157,0.056,0.188
0.408,0.121,0.133,0.264,0.159,0.133,0.14,0.237,0.117,0.226,0.27,0.044,0.181
0.402,0.106,0.131,0.291,0.125,0.123,0.136,0.258,0.125,0.197,0.325,0.028,0.17
0.399,0.101,0.146,0.306,0.097,0.113,0.132,0.269,0.13,0.165,0.33,0.009,0.157
0.382,0.111,0.162,0.307,0.089,0.111,0.127,0.273,0.124,0.143,0.335,0.02,0.141
0.35,0.136,0.167,0.304,0.098,0.114,0.123,0.269,0.114,0.126,0.338,0.031,0.125
0.325,0.164,0.155,0.287,0.108,0.111,0.111,0.256,0.101,0.112,0.32,0.044,0.114
0.307,0.179,0.145,0.273,0.12,0.103,0.096,0.237,0.088,0.103,0.292,0.061,0.113
0.279,0.174,0.139,0.213,0.119,0.102,0.058,0.199,0.06,0.078,0.27,0.058,0.087
0.291,0.105,0.1,0.155,0.08,0.106,0.038,0.146,0.031,0.062,0.279,0.041,0.057
0.41,0.135,0.109,0.186,0.117,0.12,0.039,0.157,0.038,0.1,0.307,0.037,0.088
0.416,0.18,0.139,0.184,0.149,0.139,0.043,0.163,0.052,0.127,0.34,0.055,0.113
0.413,0.225,0.167,0.182,0.172,0.163,0.052,0.167,0.069,0.157,0.358,0.087,0.145
0.4,0.281,0.206,0.184,0.21,0.161,0.061,0.181,0.081,0.182,0.335,0.097,0.167
0.406,0.343,0.25,0.178,0.261,0.128,0.074,0.2,0.091,0.209,0.275,0.058,0.186
0.439,0.395,0.293,0.179,0.305,0.105,0.097,0.234,0.109,0.241,0.237,0.003,0.213
0.482,0.422,0.317,0.195,0.315,0.096,0.125,0.275,0.137,0.257,0.221,0.077,0.24
0.531,0.422,0.328,0.214,0.302,0.091,0.145,0.302,0.168,0.254,0.229,0.236,0.261
0.588,0.398,0.332,0.22,0.287,0.091,0.166,0.297,0.187,0.235,0.241,0.255,0.243
0.641,0.362,0.321,0.217,0.267,0.093,0.165,0.279,0.188,0.218,0.264,0.167,0.218
0.631,0.323,0.301,0.201,0.229,0.083,0.119,0.258,0.163,0.198,0.277,0.089,0.183
0.561,0.271,0.247,0.168,0.182,0.084,0.109,0.229,0.163,0.174,0.226,0.051,0.175
0.511,0.26,0.196,0.171,0.202,0.108,0.133,0.234,0.199,0.203,0.199,0.05,0.212
0.518,0.241,0.158,0.186,0.196,0.122,0.15,0.241,0.212,0.213,0.19,0.054,0.234
0.515,0.201,0.128,0.195,0.184,0.145,0.158,0.249,0.207,0.211,0.213,0.046,0.231
0.507,0.18,0.116,0.201,0.175,0.145,0.163,0.286,0.189,0.201,0.247,0.035,0.231
0.483,0.167,0.114,0.211,0.16,0.143,0.16,0.34,0.166,0.191,0.27,0.037,0.227
0.46,0.147,0.116,0.236,0.137,0.149,0.148,0.371,0.145,0.178,0.277,0.052,0.225
0.421,0.135,0.111,0.265,0.109,0.15,0.132,0.361,0.129,0.165,0.274,0.068,0.22
0.394,0.131,0.114,0.279,0.071,0.158,0.121,0.317,0.114,0.15,0.27,0.081,0.207
0.361,0.102,0.124,0.285,0.041,0.173,0.125,0.278,0.111,0.14,0.27,0.085,0.2
0.334,0.074,0.136,0.274,0.024,0.168,0.125,0.252,0.114,0.134,0.272,0.082,0.195
0.326,0.074,0.149,0.229,0.012,0.123,0.095,0.227,0.085,0.094,0.264,0.076,0.139
0.362,0.046,0.127,0.166,0.007,0.197,0.105,0.214,0.076,0.041,0.443,0.088,0.083
0.408,0.039,0.187,0.232,0.016,0.281,0.115,0.279,0.08,0.058,0.544,0.086,0.149
0.442,0.025,0.207,0.275,0.036,0.31,0.114,0.291,0.076,0.082,0.582,0.08,0.19
0.444,0.019,0.21,0.299,0.051,0.301,0.104,0.315,0.068,0.101,0.585,0.091,0.214
0.403,0.027,0.219,0.325,0.065,0.274,0.102,0.309,0.066,0.117,0.566,0.108,0.237
0.372,0.053,0.224,0.308,0.081,0.264,0.106,0.279,0.071,0.137,0.553,0.125,0.254
0.381,0.094,0.227,0.288,0.091,0.286,0.102,0.253,0.073,0.156,0.558,0.145,0.279
0.423,0.125,0.234,0.262,0.098,0.306,0.097,0.198,0.076,0.156,0.589,0.153,0.294
0.471,0.126,0.232,0.227,0.112,0.314,0.098,0.159,0.076,0.151,0.628,0.154,0.266
0.508,0.141,0.216,0.211,0.132,0.305,0.105,0.153,0.073,0.138,0.66,0.165,0.222
0.515,0.145,0.183,0.201,0.154,0.279,0.11,0.144,0.074,0.125,0.653,0.198,0.185
0.473,0.144,0.139,0.184,0.168,0.228,0.104,0.12,0.086,0.112,0.588,0.205,0.12
0.436,0.192,0.105,0.157,0.145,0.184,0.12,0.094,0.123,0.094,0.466,0.178,0.087
0.405,0.251,0.102,0.153,0.139,0.197,0.143,0.081,0.173,0.076,0.417,0.154,0.065
0.388,0.209,0.101,0.15,0.137,0.227,0.145,0.081,0.193,0.05,0.399,0.131,0.044
0.387,0.176,0.101,0.157,0.133,0.259,0.117,0.093,0.159,0.032,0.419,0.127,0.033
0.368,0.144,0.105,0.168,0.125,0.261,0.073,0.109,0.109,0.025,0.444,0.132,0.031
0.33,0.115,0.117,0.178,0.107,0.231,0.036,0.125,0.073,0.022,0.446,0.136,0.031
0.292,0.084,0.134,0.182,0.091,0.2,0.015,0.142,0.05,0.022,0.405,0.144,0.031
0.278,0.054,0.163,0.183,0.07,0.183,0.011,0.156,0.035,0.027,0.361,0.152,0.033
0.277,0.038,0.197,0.179,0.057,0.18,0.015,0.168,0.029,0.042,0.336,0.15,0.037
0.246,0.026,0.212,0.181,0.06,0.166,0.022,0.182,0.029,0.07,0.339,0.154,0.048
0.213,0.041,0.239,0.195,0.066,0.149,0.027,0.192,0.029,0.102,0.319,0.169,0.064
0.201,0.064,0.265,0.172,0.069,0.102,0.027,0.175,0.023,0.102,0.273,0.159,0.069
0.186,0.042,0.274,0.128,0.062,0.093,0.022,0.135,0.011,0.064,0.352,0.125,0.048
0.236,0.046,0.449,0.141,0.11,0.163,0.029,0.118,0.006,0.104,0.449,0.1,0.083
0.225,0.046,0.562,0.164,0.145,0.19,0.038,0.12,0.007,0.13,0.439,0.086,0.117
0.197,0.041,0.619,0.189,0.169,0.176,0.043,0.133,0.009,0.152,0.4,0.067,0.147
0.177,0.042,0.66,0.193,0.199,0.161,0.046,0.2,0.011,0.18,0.36,0.05,0.182
0.168,0.051,0.688,0.211,0.237,0.15,0.049,0.291,0.015,0.214,0.332,0.038,0.227
0.172,0.073,0.695,0.294,0.278,0.137,0.052,0.36,0.021,0.247,0.317,0.031,0.266
0.186,0.112,0.687,0.405,0.315,0.12,0.055,0.375,0.027,0.274,0.297,0.027,0.281
0.197,0.166,0.654,0.457,0.355,0.104,0.058,0.36,0.033,0.301,0.274,0.028,0.268
0.192,0.214,0.588,0.419,0.379,0.093,0.064,0.353,0.039,0.337,0.252,0.037,0.25
0.184,0.232,0.484,0.322,0.386,0.081,0.067,0.317,0.046,0.374,0.234,0.055,0.195
0.154,0.222,0.346,0.254,0.381,0.058,0.07,0.298,0.044,0.384,0.19,0.088,0.137
0.108,0.206,0.287,0.309,0.306,0.045,0.085,0.384,0.041,0.333,0.148,0.12,0.149
0.1,0.202,0.267,0.375,0.274,0.034,0.118,0.507,0.06,0.277,0.146,0.149,0.227
0.114,0.197,0.272,0.457,0.315,0.021,0.148,0.569,0.102,0.277,0.132,0.17,0.334
0.132,0.206,0.258,0.547,0.309,0.018,0.176,0.557,0.15,0.307,0.117,0.161,0.397
0.139,0.227,0.247,0.547,0.292,0.022,0.189,0.514,0.181,0.33,0.104,0.13,0.422
0.138,0.23,0.224,0.442,0.264,0.028,0.192,0.481,0.189,0.303,0.102,0.087,0.368
0.147,0.279,0.243,0.415,0.236,0.032,0.189,0.441,0.192,0.292,0.096,0.05,0.284
0.137,0.294,0.254,0.391,0.219,0.037,0.175,0.494,0.201,0.269,0.092,0.025,0.264
0.141,0.294,0.245,0.41,0.214,0.04,0.178,0.531,0.199,0.252,0.094,0.01,0.299
0.16,0.286,0.25,0.413,0.206,0.037,0.187,0.532,0.207,0.232,0.095,0.004,0.329
0.155,0.269,0.26,0.481,0.193,0.033,0.191,0.536,0.22,0.227,0.088,0.006,0.334
0.155,0.226,0.262,0.485,0.182,0.033,0.217,0.524,0.212,0.22,0.066,0.01,0.307
0.187,0.176,0.201,0.49,0.192,0.036,0.218,0.524,0.203,0.284,0.061,0.014,0.379
0.221,0.238,0.311,0.524,0.218,0.05,0.234,0.562,0.239,0.295,0.066,0.015,0.422
0.24,0.257,0.368,0.544,0.211,0.055,0.292,0.585,0.299,0.285,0.057,0.01,0.41
0.254,0.224,0.349,0.575,0.203,0.056,0.349,0.614,0.318,0.291,0.059,0.003,0.426
0.275,0.216,0.315,0.604,0.216,0.059,0.39,0.638,0.328,0.316,0.069,0.003,0.448
0.284,0.225,0.267,0.628,0.237,0.067,0.424,0.661,0.347,0.356,0.082,0.003,0.493
0.287,0.236,0.241,0.646,0.24,0.085,0.454,0.68,0.365,0.394,0.106,0.003,0.524
0.298,0.23,0.228,0.642,0.234,0.116,0.452,0.684,0.366,0.405,0.146,0.003,0.539
0.32,0.205,0.22,0.62,0.227,0.162,0.413,0.675,0.349,0.399,0.202,0.01,0.546
0.347,0.185,0.216,0.592,0.215,0.21,0.366,0.658,0.311,0.371,0.269,0.015,0.535
0.37,0.169,0.207,0.545,0.204,0.236,0.337,0.631,0.273,0.326,0.336,0.025,0.498
0.36,0.149,0.167,0.461,0.196,0.236,0.242,0.586,0.204,0.266,0.379,0.032,0.417
0.33,0.148,0.133,0.442,0.176,0.21,0.212,0.523,0.161,0.216,0.353,0.037,0.31
0.304,0.205,0.121,0.439,0.192,0.191,0.222,0.481,0.154,0.218,0.332,0.045,0.254
0.229,0.182,0.107,0.388,0.187,0.163,0.2,0.43,0.149,0.206,0.315,0.056,0.229
0.209,0.141,0.108,0.318,0.158,0.147,0.173,0.377,0.136,0.163,0.308,0.073,0.212
0.224,0.111,0.1,0.272,0.133,0.14,0.129,0.337,0.103,0.125,0.307,0.088,0.197
0.232,0.068,0.079,0.246,0.113,0.137,0.085,0.299,0.068,0.091,0.302,0.083,0.178
0.235,0.049,0.071,0.232,0.08,0.129,0.06,0.267,0.043,0.054,0.298,0.056,0.15
0.226,0.055,0.064,0.214,0.044,0.118,0.052,0.229,0.027,0.025,0.239,0.027,0.127
0.206,0.062,0.06,0.193,0.026,0.119,0.048,0.217,0.015,0.011,0.231,0.01,0.109
0.183,0.077,0.066,0.197,0.016,0.126,0.048,0.207,0.009,0.005,0.229,0.003,0.106
0.158,0.094,0.101,0.173,0.011,0.118,0.048,0.196,0.008,0.006,0.227,0.004,0.093
0.122,0.097,0.151,0.167,0.022,0.091,0.04,0.189,0.007,0.019,0.184,0.018,0.079
0.072,0.037,0.156,0.147,0.039,0.092,0.035,0.166,0.005,0.03,0.242,0.035,0.048
0.048,0.041,0.257,0.176,0.073,0.138,0.051,0.186,0.006,0.06,0.294,0.033,0.073
0.031,0.055,0.359,0.25,0.107,0.131,0.067,0.236,0.01,0.108,0.247,0.027,0.129
0.019,0.055,0.417,0.307,0.116,0.099,0.073,0.299,0.016,0.145,0.174,0.021,0.194
0.007,0.039,0.468,0.346,0.124,0.062,0.076,0.339,0.021,0.167,0.108,0.012,0.233
0.006,0.026,0.514,0.358,0.139,0.038,0.078,0.341,0.024,0.182,0.063,0.011,0.254
0.021,0.025,0.554,0.344,0.159,0.027,0.072,0.345,0.029,0.203,0.042,0.009,0.275
0.046,0.036,0.583,0.297,0.182,0.021,0.066,0.352,0.034,0.223,0.034,0.007,0.292
0.069,0.054,0.594,0.243,0.197,0.019,0.062,0.352,0.039,0.231,0.031,0.007,0.307
0.082,0.068,0.586,0.177,0.212,0.017,0.061,0.291,0.047,0.224,0.03,0.007,0.299
0.082,0.08,0.577,0.136,0.222,0.014,0.065,0.214,0.055,0.213,0.03,0.005,0.269
0.076,0.106,0.553,0.152,0.222,0.021,0.072,0.186,0.048,0.196,0.031,0.004,0.231
0.071,0.16,0.488,0.201,0.211,0.058,0.098,0.234,0.041,0.207,0.046,0.005,0.213
0.049,0.211,0.468,0.287,0.218,0.089,0.136,0.377,0.065,0.251,0.045,0.005,0.237
0.037,0.162,0.475,0.338,0.192,0.1,0.151,0.444,0.12,0.279,0.036,0.003,0.287
0.039,0.124,0.499,0.398,0.167,0.096,0.163,0.481,0.189,0.246,0.04,0.003,0.32
0.031,0.142,0.508,0.5,0.166,0.109,0.187,0.558,0.247,0.215,0.046,0.007,0.267
0.023,0.177,0.505,0.544,0.181,0.135,0.205,0.578,0.255,0.194,0.044,0.023,0.239
0.017,0.205,0.485,0.499,0.21,0.151,0.211,0.575,0.231,0.185,0.039,0.041,0.271
0.014,0.228,0.452,0.489,0.234,0.151,0.204,0.558,0.2,0.193,0.037,0.056,0.297
0.018,0.211,0.421,0.504,0.272,0.15,0.201,0.586,0.169,0.204,0.039,0.065,0.311
0.029,0.201,0.348,0.565,0.33,0.142,0.212,0.594,0.135,0.224,0.041,0.061,0.315
0.044,0.19,0.297,0.536,0.317,0.154,0.212,0.534,0.152,0.233,0.04,0.051,0.301
0.045,0.162,0.252,0.424,0.306,0.151,0.17,0.433,0.163,0.238,0.035,0.025,0.279
0.025,0.094,0.215,0.372,0.295,0.09,0.123,0.382,0.116,0.234,0.025,0.011,0.267
0.011,0.107,0.218,0.34,0.344,0.077,0.103,0.339,0.094,0.309,0.031,0.006,0.267
0.009,0.104,0.232,0.376,0.526,0.081,0.17,0.332,0.137,0.41,0.039,0.004,0.286
0.015,0.115,0.251,0.426,0.607,0.078,0.224,0.336,0.193,0.476,0.048,0.003,0.37
0.031,0.14,0.26,0.428,0.633,0.078,0.25,0.375,0.232,0.508,0.057,0.003,0.391
0.051,0.159,0.279,0.431,0.615,0.084,0.288,0.358,0.291,0.522,0.071,0.006,0.365
0.082,0.169,0.275,0.379,0.576,0.097,0.305,0.293,0.357,0.494,0.1,0.009,0.304
0.119,0.172,0.27,0.336,0.542,0.11,0.279,0.287,0.405,0.454,0.144,0.008,0.266
0.155,0.168,0.31,0.347,0.503,0.12,0.243,0.297,0.394,0.425,0.191,0.003,0.255
0.173,0.157,0.334,0.358,0.445,0.14,0.199,0.289,0.307,0.383,0.236,0.002,0.231
0.177,0.136,0.293,0.34,0.379,0.16,0.129,0.277,0.184,0.297,0.26,0.002,0.158
0.176,0.111,0.235,0.307,0.255,0.184,0.087,0.236,0.126,0.205,0.253,0.003,0.118
0.16,0.123,0.166,0.227,0.148,0.239,0.109,0.16,0.142,0.169,0.198,0.004,0.103
0.133,0.153,0.11,0.201,0.126,0.28,0.139,0.14,0.154,0.173,0.149,0.005,0.076
0.109,0.137,0.096,0.229,0.121,0.277,0.147,0.141,0.136,0.156,0.104,0.004,0.086
0.099,0.108,0.101,0.219,0.121,0.264,0.141,0.126,0.111,0.134,0.079,0.003,0.087
0.108,0.083,0.118,0.181,0.15,0.262,0.139,0.085,0.095,0.117,0.071,0.003,0.09
0.125,0.069,0.186,0.123,0.195,0.256,0.138,0.065,0.1,0.117,0.07,0.003,0.111
0.147,0.064,0.288,0.105,0.262,0.25,0.149,0.068,0.126,0.143,0.076,0.003,0.141
0.169,0.063,0.394,0.093,0.32,0.247,0.161,0.088,0.163,0.187,0.089,0.004,0.187
0.203,0.066,0.536,0.086,0.387,0.254,0.184,0.101,0.195,0.241,0.106,0.008,0.202
0.235,0.061,0.604,0.079,0.426,0.274,0.204,0.091,0.227,0.299,0.125,0.014,0.22
0.255,0.052,0.463,0.073,0.46,0.297,0.218,0.044,0.247,0.349,0.149,0.024,0.276
0.251,0.043,0.391,0.053,0.503,0.294,0.207,0.01,0.209,0.381,0.147,0.02,0.391
0.242,0.012,0.316,0.025,0.45,0.366,0.182,0.006,0.146,0.414,0.201,0.018,0.538
0.26,0.011,0.323,0.015,0.459,0.547,0.254,0.025,0.2,0.654,0.262,0.017,0.68
0.234,0.056,0.296,0.037,0.439,0.61,0.417,0.079,0.254,0.713,0.282,0.014,0.568
0.167,0.106,0.257,0.1,0.336,0.605,0.517,0.188,0.269,0.661,0.301,0.015,0.479
0.171,0.155,0.221,0.231,0.24,0.57,0.563,0.339,0.284,0.531,0.315,0.023,0.405
0.176,0.206,0.211,0.376,0.192,0.533,0.585,0.414,0.291,0.406,0.328,0.034,0.341
0.207,0.261,0.225,0.468,0.169,0.509,0.577,0.452,0.292,0.315,0.336,0.041,0.289
0.256,0.289,0.267,0.523,0.169,0.489,0.55,0.476,0.264,0.245,0.339,0.045,0.26
0.297,0.309,0.33,0.55,0.181,0.468,0.491,0.481,0.231,0.203,0.334,0.047,0.241
0.29,0.352,0.39,0.569,0.199,0.454,0.41,0.493,0.213,0.173,0.328,0.054,0.228
0.251,0.401,0.401,0.561,0.239,0.42,0.297,0.5,0.188,0.151,0.307,0.063,0.215
0.198,0.398,0.361,0.511,0.277,0.349,0.201,0.479,0.144,0.136,0.258,0.061,0.203
0.135,0.325,0.289,0.455,0.272,0.27,0.155,0.449,0.11,0.136,0.176,0.066,0.233
0.082,0.248,0.261,0.437,0.295,0.224,0.12,0.428,0.081,0.15,0.121,0.059,0.265
0.059,0.198,0.256,0.443,0.279,0.187,0.099,0.428,0.065,0.145,0.09,0.045,0.234
0.05,0.175,0.249,0.448,0.264,0.144,0.077,0.436,0.066,0.138,0.06,0.046,0.21
0.052,0.167,0.236,0.449,0.242,0.119,0.059,0.448,0.073,0.143,0.038,0.045,0.215
0.058,0.155,0.231,0.444,0.22,0.128,0.048,0.446,0.095,0.153,0.03,0.04,0.23
0.062,0.149,0.224,0.437,0.198,0.113,0.029,0.439,0.12,0.155,0.027,0.034,0.247
0.065,0.124,0.216,0.443,0.171,0.069,0.016,0.437,0.109,0.149,0.019,0.027,0.254
0.077,0.101,0.218,0.43,0.15,0.033,0.026,0.43,0.089,0.129,0.01,0.026,0.238
0.099,0.076,0.219,0.417,0.133,0.024,0.035,0.422,0.072,0.1,0.009,0.032,0.227
0.122,0.061,0.213,0.403,0.113,0.03,0.045,0.411,0.069,0.084,0.01,0.033,0.22
0.153,0.054,0.199,0.355,0.086,0.043,0.048,0.368,0.063,0.073,0.009,0.023,0.181
0.188,0.041,0.132,0.258,0.043,0.049,0.041,0.305,0.054,0.043,0.005,0.009,0.109
0.184,0.037,0.192,0.4,0.045,0.053,0.055,0.395,0.055,0.063,0.006,0.003,0.166
0.136,0.037,0.2,0.483,0.047,0.051,0.077,0.442,0.067,0.082,0.008,0.002,0.185
0.086,0.034,0.186,0.528,0.052,0.039,0.096,0.472,0.074,0.096,0.011,0.002,0.207
0.06,0.028,0.171,0.567,0.054,0.032,0.106,0.496,0.08,0.104,0.016,0.002,0.223
0.048,0.027,0.164,0.596,0.054,0.034,0.116,0.502,0.089,0.102,0.026,0.004,0.221
0.037,0.034,0.163,0.589,0.058,0.042,0.121,0.491,0.093,0.093,0.034,0.007,0.203
0.024,0.043,0.163,0.566,0.06,0.051,0.119,0.485,0.085,0.091,0.037,0.009,0.189
0.022,0.059,0.156,0.546,0.065,0.059,0.102,0.489,0.076,0.085,0.035,0.009,0.179
0.022,0.075,0.149,0.533,0.067,0.072,0.092,0.477,0.073,0.083,0.031,0.015,0.167
0.023,0.1,0.144,0.504,0.076,0.091,0.082,0.425,0.072,0.076,0.027,0.02,0.142
0.029,0.133,0.131,0.432,0.09,0.09,0.066,0.349,0.072,0.07,0.037,0.022,0.121
0.037,0.216,0.131,0.34,0.129,0.078,0.06,0.3,0.084,0.08,0.052,0.017,0.133
0.048,0.303,0.147,0.326,0.186,0.082,0.05,0.29,0.091,0.1,0.06,0.015,0.147
0.084,0.311,0.166,0.331,0.19,0.074,0.049,0.29,0.086,0.118,0.067,0.013,0.139
0.126,0.274,0.177,0.337,0.171,0.077,0.051,0.291,0.08,0.134,0.069,0.013,0.125
